name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,all_measurements,all_ingredients
Almeria,Cocktail Classics,1.5, 17-year-old J. Wray and Nephew Ltd. Rum,1, Coffee-flavored liqueur,1, Egg White,,,,,,,Shake all ingredients with cracked ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, '1', '1', nan, nan, nan]","[' 17-year-old J. Wray and Nephew Ltd. Rum', ' Coffee-flavored liqueur', ' Egg White', nan, nan, nan]"
Aunt Jemima,Cocktail Classics,0.5, Brandy,0.5, White creme de cacao,0.5, Benedictine,,,,,,,"Pour carefully, in order given, into a pousse-cafe glass so that ingredients do not mix.",Pousse-Cafe_ Glass, 1 _  ounces,"[0.5, 0.5, 0.5, nan, nan, nan]","[' Brandy', ' White creme de cacao', ' Benedictine', nan, nan, nan]"
Spanish Town Cocktail,Rum - Daiquiris,2, Light Rum,0.5, Triple Sec,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"['2', 0.5, nan, nan, nan, nan]","[' Light Rum', ' Triple Sec', nan, nan, nan, nan]"
Apricot Lady,Cocktail Classics,1.25, Light Rum,1, Apricot-Flavored Brandy,0.25, Triple Sec,1, Lime Juice,1, Egg White,,,Shake all ingredients with ice and strain into old-fashioned glass over ice cubes. Add an orange slice.,Old-Fashioned Glass,6 to 8 ounces,"[1.25, '1', 0.25, '1', '1', nan]","[' Light Rum', ' Apricot-Flavored Brandy', ' Triple Sec', ' Lime Juice', ' Egg White', nan]"
Apricot Anise Collins,Cocktail Classics,1.5, Gin,0.5, Apricot-Flavored Brandy,1.5, Anisette,1, Lemon Juice,,,,,Shake with ice and strain into Collins glass over ice. Fill with carbonated water and stir lightly. Garnish with a slice of lemon.,Collins Glass,14 to 16 ounces,"[1.5, 0.5, 1.5, '1', nan, nan]","[' Gin', ' Apricot-Flavored Brandy', ' Anisette', ' Lemon Juice', nan, nan]"
Apple Rum Rickey,Cocktail Classics,0.75, Applejack,0.75, Light Rum,0.25, Lime,,,,,,,Pour applejack and rum into highball glass over ice cubes. Fill with carbonated water. Squeeze lime and drop into glass. Stir.,Highball Glass,7 to 10 ounces,"[0.75, 0.75, 0.25, nan, nan, nan]","[' Applejack', ' Light Rum', ' Lime', nan, nan, nan]"
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,0.75, Light Rum,0.75, Dry Vermouth,0.5, Triple Sec,1, Fresh Lime Juice,0.5, Grenadine,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[0.75, 0.75, 0.5, '1', 0.5, nan]","[' Light Rum', ' Dry Vermouth', ' Triple Sec', ' Fresh Lime Juice', ' Grenadine', nan]"
Applejack Punch,Cocktail Classics,1.75,Applejack,4, Grenadine,16, Orange Juice,64 Ginger ale,,,,1, Whole Egg,Combine first three ingredients in punch bowl with large block of ice. Add ginger ale and slices of apple.,Punch Cup,3 to 4 ounces,"[1.75, '4', '16', '64 Ginger ale', nan, '1']","['Applejack', ' Grenadine', ' Orange Juice', nan, nan, ' Whole Egg']"
Brandy Flip,Cocktail Classics,1,Whole Egg,1, Powdered Sugar,1.5, Brandy,2, Light Cream (if desired),,,,,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,Sour Glass,5 to 6 ounces,"['1', '1', 1.5, '2', nan, nan]","['Whole Egg', ' Powdered Sugar', ' Brandy', ' Light Cream (if desired)', nan, nan]"
Sir Walter Cocktail,Rum - Daiquiris,0.75, Light Rum,0.75, Brandy,1, Grenadine,1, Triple Sec,1, Fresh lemon juice,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[0.75, 0.75, '1', '1', '1', nan]","[' Light Rum', ' Brandy', ' Grenadine', ' Triple Sec', ' Fresh lemon juice', nan]"
Saxon Cocktail,Rum - Daiquiris,1.75, Light Rum,0.5, Fresh Lime Juice,0.5, Grenadine, orange twist,,,,,,Shake with ice and strain into chilled cocktail glass. Add orange twist.,Cocktail Glass,6 or more ounces,"[1.75, 0.5, 0.5, ' orange twist', nan, nan]","[' Light Rum', ' Fresh Lime Juice', ' Grenadine', nan, nan, nan]"
Boston Bullet,Cocktail Classics,1.5, Gin,0.75, Dry Vermouth,,,,,,,,,A Martini substituting an olive stuffed with an almond for the regular olive. See Martini on page 130.,Cocktail Glass,6 or more ounces,"[1.5, 0.75, nan, nan, nan, nan]","[' Gin', ' Dry Vermouth', nan, nan, nan, nan]"
Sargasso,Rum - Daiquiris,2, Aged rhum agricole,0.75, Dry Sherry,0.5, Aperol,2, Angostura Bitters,, Orange twist,,,Stir with ice and strain into chilled cocktail glass. Garnish with orange twist.,Cocktail Glass,6 or more ounces,"['2', 0.75, 0.5, '2', nan, nan]","[' Aged rhum agricole', ' Dry Sherry', ' Aperol', ' Angostura Bitters', ' Orange twist', nan]"
Santiago Cocktail,Rum - Daiquiris,1.5, Light Rum,1, Fresh Lime Juice,0.5, Simple Syrup,0.5, Grenadine,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, '1', 0.5, 0.5, nan, nan]","[' Light Rum', ' Fresh Lime Juice', ' Simple Syrup', ' Grenadine', nan, nan]"
Black Velvet,Cocktail Classics,5, Chilled Stout,5, Chilled Champagne,,,,,,,,,"Pour very carefully, in order given, into champagne flute so that the stout and champagne don't mix. ",Champagne Flute,6 to 8 ounces,"['5', '5', nan, nan, nan, nan]","[' Chilled Stout', ' Chilled Champagne', nan, nan, nan, nan]"
Saint Lucy Bracer,Rum - Daiquiris,2, Dark rum,0.5, Butterscotch schnapps,0.5, Sweet Vermouth,2, Angostura Bitters,," Edible flower, such as nasturtium",,,Stir with ice and strain into chilled cocktail glass. Garnish with flower.,Cocktail Glass,6 or more ounces,"['2', 0.5, 0.5, '2', nan, nan]","[' Dark rum', ' Butterscotch schnapps', ' Sweet Vermouth', ' Angostura Bitters', ' Edible flower, such as nasturtium', nan]"
Applecar,Cocktail Classics,1, Applejack,1, Triple Sec,1, Lemon Juice,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', '1', nan, nan, nan]","[' Applejack', ' Triple Sec', ' Lemon Juice', nan, nan, nan]"
Apple Blow Fizz,Cocktail Classics,1, Egg White,0.5, Juice of a Lemon,1, Powdered Sugar,2, Apple Brandy,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water.,Highball Glass,7 to 10 ounces,"['1', 0.5, '1', '2', nan, nan]","[' Egg White', ' Juice of a Lemon', ' Powdered Sugar', ' Apple Brandy', nan, nan]"
Antoine Special,Cocktail Classics,1.5, Dubonnet,1.5, Dry Vermouth,,,,,,,,,Float vermouth on top of chilled Dubonnet in a wine glass.,Red-Wine Glass,12 to 24 ounces,"[1.5, 1.5, nan, nan, nan, nan]","[' Dubonnet', ' Dry Vermouth', nan, nan, nan, nan]"
Ante,Cocktail Classics,1, Apple Brandy,0.5, Triple Sec,1, Dubonnet,,,,,,,Stir well with cracked ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', 0.5, '1', nan, nan, nan]","[' Apple Brandy', ' Triple Sec', ' Dubonnet', nan, nan, nan]"
S & V,Rum - Daiquiris,1.5, Light Rum,0.5, Creole Shrubb (rum-based orange liqueur),0.5, Ruby port,0.5, Fresh Lime Juice,, Lime wheel,,,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.5, 0.5, nan, nan]","[' Light Rum', ' Creole Shrubb (rum-based orange liqueur)', ' Ruby port', ' Fresh Lime Juice', ' Lime wheel', nan]"
Rum Toddy (Cold),Rum - Daiquiris,2, Light or dark rum,0.5, Water,1, Simple Syrup, Lemon twist,,,,0.5, Brandy,"Stir rum, water, and syrup in old-fashioned glass. Add large cube of ice. Add lemon twist.",Old-Fashioned Glass,6 to 8 ounces,"['2', 0.5, '1', ' Lemon twist', nan, 0.5]","[' Light or dark rum', ' Water', ' Simple Syrup', nan, nan, ' Brandy']"
Deauville Cocktail,Brandy,0.5, Brandy,0.5, Apple Brandy,0.5, Triple Sec,0.5, Fresh lemon juice,,,1, Dry Vermouth,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[0.5, 0.5, 0.5, 0.5, nan, '1']","[' Brandy', ' Apple Brandy', ' Triple Sec', ' Fresh lemon juice', nan, ' Dry Vermouth']"
Allies Cocktail,Cocktail Classics,1, Dry Vermouth,1, Gin,0.5, Kummel,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', 0.5, nan, nan, nan]","[' Dry Vermouth', ' Gin', ' Kummel', nan, nan, nan]"
Rum Swizzle,Rum - Daiquiris,2, Light or dark rum,1, Fresh Lime Juice,0.5, Simple Syrup,2, Angostura Bitters,, Soda water,,,"Combine first four ingredients in ice-filled Collins glass. With bar spoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. Top with soda water. Serve with a swizzle stick.",Collins Glass,14 to 16 ounces,"['2', '1', 0.5, '2', nan, nan]","[' Light or dark rum', ' Fresh Lime Juice', ' Simple Syrup', ' Angostura Bitters', ' Soda water', nan]"
A. J.,Cocktail Classics,1.5, Applejack,1, Grapefruit Juice,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, '1', nan, nan, nan, nan]","[' Applejack', ' Grapefruit Juice', nan, nan, nan, nan]"
After Supper Cocktail,Cocktail Classics,1, Apricot-Flavored Brandy,1, Triple Sec,0.5, Lemon Juice,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"['1', '1', 0.5, nan, nan, nan]","[' Apricot-Flavored Brandy', ' Triple Sec', ' Lemon Juice', nan, nan, nan]"
Rum Sour,Rum - Daiquiris,2, Light Rum,0.75, Fresh lemon juice,0.75, Simple Syrup," Lemon half-wheel, maraschino cherry",,,,,,Shake with ice and strain into chilled sour glass. Garnish with lemon and cherry.,Cordial or Pony Glass,2 to 3 ounces,"['2', 0.75, 0.75, ' Lemon half-wheel, maraschino cherry', nan, nan]","[' Light Rum', ' Fresh lemon juice', ' Simple Syrup', nan, nan, nan]"
Acapulco,Cocktail Classics,1.5, Light Rum,1, Lime Juice,1.5, Triple Sec,1, Sugar,1, Egg White,,,Combine and shake all ingredients with ice and strain into old-fashioned glass over ice cubes. Add a sprig of mint.,Old-Fashioned Glass,6 to 8 ounces,"[1.5, '1', 1.5, '1', '1', nan]","[' Light Rum', ' Lime Juice', ' Triple Sec', ' Sugar', ' Egg White', nan]"
Absinthe Drip Cocktail,Cocktail Classics,1.5, Anis,1, Sugar,,,,,,,,,"Pour Anis into special drip glass or old-fashioned cocktail glass. Place sugar cube over hole of drip spoon (or in silver tea strainer). Pack spoon or strainer with cracked ice, pour cold water to fill. When water has dripped through, drink is ready.",Old-Fashioned Glass,6 to 8 ounces,"[1.5, '1', nan, nan, nan, nan]","[' Anis', ' Sugar', nan, nan, nan, nan]"
Ambrosia,Cocktail Classics,1, Applejack,1, Brandy,1, Triple Sec,1 Juice of a Lemon,,, Chilled Champagne,,,Shake all ingredients except champagne. Pour contents into highball glass with cubed ice. Fill with chilled champagne.,Highball Glass,7 to 10 ounces,"['1', '1', '1', '1 Juice of a Lemon', nan, nan]","[' Applejack', ' Brandy', ' Triple Sec', nan, ' Chilled Champagne', nan]"
Rum Screwdriver,Rum - Daiquiris,1.5, Light Rum,5, Orange juice,,,,,,,,,Stir rum and orange juice in ice-filled highball glass.,Highball Glass,7 to 10 ounces,"[1.5, '5', nan, nan, nan, nan]","[' Light Rum', ' Orange juice', nan, nan, nan, nan]"
Rum Rickey,Rum - Daiquiris,1.5, Light Rum,0.5, Fresh Lime Juice,, Soda water, Lime wedge,,,,,,Pour rum and lime juice into ice-filled highball glass. Fill with soda water and stir. Add lime.,Highball Glass,7 to 10 ounces,"[1.5, 0.5, nan, ' Lime wedge', nan, nan]","[' Light Rum', ' Fresh Lime Juice', ' Soda water', nan, nan, nan]"
Scotch Cocktail,Cocktail Classics,0.5, Old Mr. Boston Creme de Menthe (White),1.5, Desmond & Duff Scotch Whisky,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,"[0.5, 1.5, nan, nan, nan, nan]","[' Old Mr. Boston Creme de Menthe (White)', ' Desmond & Duff Scotch Whisky', nan, nan, nan, nan]"
Rum Relaxer,Rum - Daiquiris,1.5, Light Rum,1, Pineapple Juice,0.5, Grenadine, Lemon-lime soda,,," Orange wheel, maraschino cherry",,,Shake first three ingredients with ice and pour with ice into hurricane or parfait glass. Fill glass with lemon-lime soda. Garnish with orange and cherry.,Hurricane Glass,14 to 20 ounces,"[1.5, '1', 0.5, ' Lemon-lime soda', nan, nan]","[' Light Rum', ' Pineapple Juice', ' Grenadine', nan, ' Orange wheel, maraschino cherry', nan]"
Rum Old-Fashioned,Rum - Daiquiris,1.5, Light Rum,1, 151-Proof Rum,1, Simple Syrup,1, Angostura Bitters,, Lemon twist,,,Stir in ice-filled old-fashioned glass. Add lemon twist.,Old-Fashioned Glass,6 to 8 ounces,"[1.5, '1', '1', '1', nan, nan]","[' Light Rum', ' 151-Proof Rum', ' Simple Syrup', ' Angostura Bitters', ' Lemon twist', nan]"
Rum Martini,Rum - Daiquiris,2, Light Rum,1, Dry Vermouth,, Lemon twist,,,,,,,Stir rum and vermouth with ice in mixing glass. Strain into ice-filled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,"['2', '1', nan, nan, nan, nan]","[' Light Rum', ' Dry Vermouth', ' Lemon twist', nan, nan, nan]"
Rum Highball,Rum - Daiquiris,2, Light or dark rum,, Ginger ale or soda water,, Lemon twist,,,,,,,Pour rum into highball glass over ice cubes. Fill with ginger ale or soda water and stir. Add lemon twist.,Highball Glass,7 to 10 ounces,"['2', nan, nan, nan, nan, nan]","[' Light or dark rum', ' Ginger ale or soda water', ' Lemon twist', nan, nan, nan]"
Rum Fix,Rum - Daiquiris,2.5, Light Rum,1, Fresh lemon or lime juice,0.5, Simple Syrup, Lemon wheel,,,,,,Pour ingredients into ice-filled highball glass and stir. Add lemon. Serve with a straw.,Highball Glass,7 to 10 ounces,"[2.5, '1', 0.5, ' Lemon wheel', nan, nan]","[' Light Rum', ' Fresh lemon or lime juice', ' Simple Syrup', nan, nan, nan]"
Rum Daisy,Rum - Daiquiris,2, Light Rum,0.5, Fresh lemon juice,1, Simple Syrup,1, Grenadine,, Fresh seasonal fruit,,,Shake with ice and strain into chilled beer mug or metal cup. Add 1 large ice cube. Garnish with fruit.,Beer Mug,10 to 12 ounces,"['2', 0.5, '1', '1', nan, nan]","[' Light Rum', ' Fresh lemon juice', ' Simple Syrup', ' Grenadine', ' Fresh seasonal fruit', nan]"
D'artagnan,Brandy,1, Armagnac,1, Grand Marnier,1, Simple Syrup,0.5, Orange juice,3, Chilled Champagne,, orange zest ,Shake first four ingredients with ice and strain into champagne flute. Top with Champagne and insert orange zest strips to extend the length of the glass.,Champagne Flute,6 to 8 ounces,"['1', '1', '1', 0.5, '3', nan]","[' Armagnac', ' Grand Marnier', ' Simple Syrup', ' Orange juice', ' Chilled Champagne', ' orange zest ']"
Rum Cooler,Rum - Daiquiris,2, Light Rum,0.5, Simple Syrup,2, Soda water, soda water or ginger ale,,, Orange and/or lemon zest,,,"Stir rum and syrup in Collins glass. Fill with ice, add soda water or ginger ale, and stir again. Insert citrus spiral(s) and dangle end(s) over glass rim.",Collins Glass,14 to 16 ounces,"['2', 0.5, '2', ' soda water or ginger ale', nan, nan]","[' Light Rum', ' Simple Syrup', ' Soda water', nan, ' Orange and/or lemon zest', nan]"
Rum Collins,Rum - Daiquiris,2, Light Rum,1, Fresh Lime Juice,0.5, Simple Syrup, Soda water,,," Lemon wheel, maraschino cherry",,,"Shake rum, lime juice, and syrup with ice and strain into chilled Collins glass. Add several ice cubes, fill with soda water, and stir. Add lemon and cherry. Serve with a straw.",Collins Glass,14 to 16 ounces,"['2', '1', 0.5, ' Soda water', nan, nan]","[' Light Rum', ' Fresh Lime Juice', ' Simple Syrup', nan, ' Lemon wheel, maraschino cherry', nan]"
Seaboabd,Cocktail Classics,1, Old Mr. Boston Blended Whiskey,1, Old Mr. Boston Dry Gin,1, Lemon Juice,1, Powdered Sugar,,,,,Shake with ice and strain into old-fashioned glass over ice cubes. Decorate with mint leaves.,Old-Fashioned Glass,6 to 8 ounces,"['1', '1', '1', '1', nan, nan]","[' Old Mr. Boston Blended Whiskey', ' Old Mr. Boston Dry Gin', ' Lemon Juice', ' Powdered Sugar', nan, nan]"
Rum Cobbler,Rum - Daiquiris,2, Light Rum,0.25, Simple Syrup,, Soda water, Generous amount of fresh seasonal fruit,,,,,,"In red-wine glass, stir rum and syrup. Top with soda water. Garnish with fruit and serve with a straw.",Red-Wine Glass,12 to 24 ounces,"['2', 0.25, nan, ' Generous amount of fresh seasonal fruit', nan, nan]","[' Light Rum', ' Simple Syrup', ' Soda water', nan, nan, nan]"
Robson Cocktail,Rum - Daiquiris,1.5, Jamaica Rum,0.5, Fresh lemon juice,0.5, Fresh orange juice,0.25, Grenadine,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.5, 0.25, nan, nan]","[' Jamaica Rum', ' Fresh lemon juice', ' Fresh orange juice', ' Grenadine', nan, nan]"
Rio Fix,Rum - Daiquiris,2, Absinthe or pastis,1.5, Cachaca,0.5, Maraschino liqueur,0.75, Fresh Lime Juice,0.5, Pineapple Juice,,,Pour pastis into chilled champagne flute and swirl to coat inside. Shake remaining ingredients with ice and strain into glass.,Champagne Flute,6 to 8 ounces,"['2', 1.5, 0.5, 0.75, 0.5, nan]","[' Absinthe or pastis', ' Cachaca', ' Maraschino liqueur', ' Fresh Lime Juice', ' Pineapple Juice', nan]"
Ringo Starr,Rum - Daiquiris,3, Red grapes,0.5, Lemon,6,Fresh mint leaves,1, Sugar cube,2, African rum,,,"Muddle grapes, lemon, mint, and sugar in shaker. Add rum and ice and shake briefly. Strain into chilled old-fashioned glass.",Old-Fashioned Glass,6 to 8 ounces,"['3', 0.5, '6', '1', '2', nan]","[' Red grapes', ' Lemon', 'Fresh mint leaves', ' Sugar cube', ' African rum', nan]"
Restless Native,Rum - Daiquiris,2, Coconut rum,0.75, White creme de cacao,1.5, Fresh Lime Juice, Lime zest spiral,,,,1.5, Light Rum,Shake with ice and strain into chilled cocktail glass. Garnish with lime spiral.,Cocktail Glass,6 or more ounces,"['2', 0.75, 1.5, ' Lime zest spiral', nan, 1.5]","[' Coconut rum', ' White creme de cacao', ' Fresh Lime Juice', nan, nan, ' Light Rum']"
Quarter Deck Cocktail,Rum - Daiquiris,1.5, Light Rum,0.5, Cream sherry,0.5, Fresh Lime Juice,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.5, nan, nan, nan]","[' Light Rum', ' Cream sherry', ' Fresh Lime Juice', nan, nan, nan]"
Quaker's Cocktail,Rum - Daiquiris,0.75, Light Rum,0.75, Brandy,0.5, Fresh lemon juice,0.25, Raspberry Syrup,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[0.75, 0.75, 0.5, 0.25, nan, nan]","[' Light Rum', ' Brandy', ' Fresh lemon juice', ' Raspberry Syrup', nan, nan]"
Puerto Rican Rum Daisy,Rum - Daiquiris,1.5, Dark rum,0.25, Orange curacao,0.75, Fresh lemon juice,0.5, each Orange juice and simple syrup,1, Angostura Bitters,," Freshly grated nutmeg, orange wheel",Shake with ice and strain into chilled cocktail glass. Top with nutmeg and garnish with orange.,Cocktail Glass,6 or more ounces,"[1.5, 0.25, 0.75, 0.5, '1', nan]","[' Dark rum', ' Orange curacao', ' Fresh lemon juice', ' each Orange juice and simple syrup', ' Angostura Bitters', ' Freshly grated nutmeg, orange wheel']"
Cuban Cocktail No. 2,Brandy,1.5, Brandy,0.5, Light Rum,0.5, Apricot-Flavored Brandy,0.5, Fresh Lime Juice,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 0.5, 0.5, 0.5, nan, nan]","[' Brandy', ' Light Rum', ' Apricot-Flavored Brandy', ' Fresh Lime Juice', nan, nan]"
Prohibition Punch,Rum - Daiquiris,1.5, Dark rum,0.75, Grand Marnier,1, Passion Fruit Juice,1, Cranberry Juice,0.25, Fresh lemon juice,2, Champagne,Shake first five ingredients with ice. Strain into ice-filled snifter. Top with Champagne.,Brandy Snifter,8 to 12 ounces,"[1.5, 0.75, '1', '1', 0.25, '2']","[' Dark rum', ' Grand Marnier', ' Passion Fruit Juice', ' Cranberry Juice', ' Fresh lemon juice', ' Champagne']"
Prairie Oyster Cocktail,Cocktail Classics,1, Old Mr. Boston Five Star Brandy,1, Worcestershire Sauce,1, Tomato Catsup,1, Vinegar,1, Pepper,1," Egg Yolk, 1 oz",Shake with ice and strain into old-fashioned glass over two ice cubes. Place an egg yolk on top without breaking it. Add a dash of cayenne pepper.,Old-Fashioned Glass,6 to 8 ounces,"['1', '1', '1', '1', '1', '1']","[' Old Mr. Boston Five Star Brandy', ' Worcestershire Sauce', ' Tomato Catsup', ' Vinegar', ' Pepper', ' Egg Yolk, 1 oz']"
Poker Cocktail,Rum - Daiquiris,1.5, Light Rum,1.5, Sweet Vermouth,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,"[1.5, 1.5, nan, nan, nan, nan]","[' Light Rum', ' Sweet Vermouth', nan, nan, nan, nan]"
Planter's Punch No. 2,Rum - Daiquiris,2, Light Rum,2, Orange juice,1," each Fresh Lime Juice, jamaica rum, grenadine",0.5, Pineapple Juice,0.25," each Fresh lemon juice, triple sec",," Lemon, orange, and pineapple slices; maraschino cherry; fresh mint sprig dipped in sugar","Stir first five ingredients in ice-filled Collins glass until glass is frosted. Add Jamaican rum, stir, and top with triple sec and grenadine. Garnish with fruit and mint. Serve with a straw.",Collins Glass,14 to 16 ounces,"['2', '2', '1', 0.5, 0.25, nan]","[' Light Rum', ' Orange juice', ' each Fresh Lime Juice, jamaica rum, grenadine', ' Pineapple Juice', ' each Fresh lemon juice, triple sec', ' Lemon, orange, and pineapple slices; maraschino cherry; fresh mint sprig dipped in sugar']"
